id,SMILES,Tg,FFV,Tc,Density,Rg
12724819.0,*C=Cc1ccc2c(c1)Sc1cc(-c3ccc4c(c3)Sc3cc(*)ccc3N4c3ccc(OCCCCCCCCCCCC)cc3)ccc1N2c1ccc(OCCCCCCCCCCCC)cc1,,0.400601,,,
13021733.0,*O[Si](*)(CCCOCCOCCOCCOCCOC)CCCOCCOCCOCCOCCOC,-69.8,0.36551909,,,
13364814.0,*CCCP(C)(=O)CCCNC(=O)CCCCC(=O)N*,33.0,0.33815952,,,
13630833.0,*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,276.0,0.42131241,,,
13838538.0,*CCCCCCSSCCCCSS*,-41.26672381,,0.192,,
13850404.0,*OC(=O)OCC(O)C(O)COC(=O)OC1COC2C(*)COC12,78.5,0.29768641,,,
13874722.0,*CCCCCOCO*,-80.0,0.36424093,,,
15891916.0,*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6nc(-c7cccc(-c8nc(*)c(-c9ccccc9)[nH]8)c7)[nH]c6-c6ccccc6)cc5)cc4)c3)cc2)cc1,256.5,0.39177495,,,
15979280.0,*Oc1ccc(NC(=O)c2cc(NC(=O)CCCCCN3C(=O)c4ccccc4C3=O)cc(C(=O)Nc3ccc(*)cc3)c2)cc1,200.0,0.33547772,,,
16364869.0,*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc(C(F)(F)F)c1)C2=O,284.0,0.39841654,,,
16498242.0,*C=CCCCCCCCC*,-17.2820223,,,,
16855553.0,*CC(*)C(=O)Oc1ccccc1,60.0,0.3539411,0.196,1.109388621,13.43533854
17114758.0,*Oc1ccc(Cc2ccc(OC(=O)c3ccc(C(C)(C)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,140.0,0.36534872,,,
17899555.0,*C=C(*)c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C#C)cc5)c(=O)c4cc3c2=O)cc1,,0.37446752,,,
17943713.0,*c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(OCCCCCCOc3ccc(/C=C/c4ccc(F)cc4)cc3)c2)cc1OCCCCCCOc1ccc(/C=C/c2ccc(F)cc2)cc1,124.0,0.36214283,,,
18227797.0,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)C(=O)OCCCCCC)cc1,22.0,0.35827772,,,
18308835.0,*O[Si](C)(C)c1ccc2ccc([Si](*)(C)C)cc2c1,26.0,0.41603966,,,
18339242.0,*CC(*)C(=O)OC([2H])([2H])[2H],35.0,0.32713966,,,
18520951.0,*CC(C)(C)C1C(=O)N(c2c(C)cccc2C)C(=O)C1*,237.0,0.36567807,,,
18696710.0,*CC(O)COc1c(C)cc(S(=O)(=O)c2cc(C)c(O*)c(C)c2)cc1C,152.5,0.36816578,,,
19277692.0,*c1ccc(Oc2ccc(-c3cnc4ccc(Oc5ccc6nc(*)cnc6c5)cc4n3)cc2)cc1,270.0,0.39336683,,,
19303052.0,*CC(*)(C)C(=O)OCc1cc(Cl)ccc1Cl,27.8,0.36119278,,,
19522327.0,*CC(*)OC(=O)c1cccc(Br)c1,57.5,0.37722551,,,
20039468.0,*Oc1ccc(-c2ccc(-c3ccc(Oc4ccc(C(=O)c5cccc(C(=O)c6ccc(*)cc6)c5)cc4)cc3)cc2)cc1,174.0,0.36836692,,,
20273521.0,*CC(CN1C(=O)C2C3C=CC(C3)C2C1=O)O*,87.5,0.34392035,,,
20627281.0,*Nc1cc2ccccc2c(-c2cccc3ccccc23)c1N*,,0.35509262,,,
20883601.0,*Cc1cc(C)c(CNC(=O)c2ccc(C(=O)N*)cc2)cc1C,225.0,0.33875515,,,
21279513.0,*Oc1ccc(C2(c3ccc(OC4(F)C(*)(F)C(F)(F)C4(F)F)cc3)c3ccccc3-c3ccccc32)cc1,228.0,0.38927007,,,
21520341.0,*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(C)CC2)cc1,322.0,0.37589597,,,
22184710.0,*CC(*)c1ccc(C(=O)OCCC)cc1,92.0,0.37674615,,,
22597605.0,*c1ccc(Oc2ccc(-c3nc4cc(-c5ccc6nc(-c7ccccc7)c(*)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,300.0,0.41714937,,,
22905078.0,*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-39.0,0.32506583,,,
22928574.0,*[O][Sn]([CH2]CCC)([CH2]CCC)[O]C(=O)/C=C/C(*)=O,186.0,0.35027613,,,
22953969.0,*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,95.0,0.35595348,,,
23036398.0,*c1ccc(S(=O)(=O)c2ccc(N3C(=O)C(C)C(SCCOCCSC4C(=O)N(c5ccc(S(=O)(=O)c6ccc(N7C(=O)CC(C)(SCCOCCSC8(C)CC(=O)N(*)C8=O)C7=O)cc6)cc5)C(=O)C4C)C3=O)cc2)cc1,157.0,0.34421859,,,
23192453.0,*CC(C)S(*)(=O)=O,,,,1.293314518,20.99132259
23694396.0,*N=P(*)(Cl)Cl,-63.0,0.34644364,,,
23713841.0,*C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8)cc6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,284.0,0.36615689,,,
24351648.0,*Nc1ccc(C2(c3ccc(N*)cc3)C=CCCC2)cc1,,0.34884686,,,
24969052.0,*CCCCCOC(=O)c1cccc(C(=O)O*)c1,7.0,0.34539931,,,
24982830.0,*c1ccc(NC(=O)CN2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(CC(=O)Nc4ccc(-c6nnc(*)o6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,280.0,0.35544781,,,
25581268.0,*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1,267.0,0.37886829,,,
25596707.0,*c1ccc(Oc2ccc(N3C(=O)c4cc(-c5ccc([Si](C)(C)C)cc5)c(-c5cc6c(cc5-c5ccc([Si](C)(C)C)cc5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,348.0,0.42813779,,,
25599707.0,*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5nc(-c6cccc(-c7nc(*)c(-c8ccccc8)[nH]7)c6)[nH]c5-c5ccccc5)cc4)cc3)cc2)cc1,292.0,0.40187067,,,
25748429.0,*c1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)c(C)c2)cc1C,340.0,0.38793304,,,
26299008.0,*CC(*)c1cc(C(C)C)ccc1C(C)C,,,0.1616666666666666,0.830463672,11.48207818
26367456.0,*Nc1ccc(C[C@](CC)(CCC)c2ccc(N)c(C[C@](C=C)(CC)c3ccc(N*)cc3)c2)cc1,,0.35808156,,,
26995134.0,*Nc1ccc(/C=C/c2ccc(N*)cc2)cc1,,0.34415534,,,
28121925.0,*c1ccc(C(c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,343.0,0.39361972,,,
28200504.0,*CCOC(=O)NCCCCCCNC(=O)O*,56.0,0.32916214,,,
28479659.0,*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(-c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)c2)cc1,205.0,0.36156161,,,
29482987.0,*C(=C(*)c1ccc(Oc2ccccc2)cc1)c1ccccc1,,0.40046864,,,
29766304.0,*CC(*)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1,118.0,0.35600022,,,
29881762.0,*CCCCCCN1C(=O)C(=O)N(*)C1=O,55.0,0.31655437,,,
29928066.0,*CC(*)(C)C(=O)OCCn1c2ccccc2c2ccccc21,148.0,0.35181885,,,
30582999.0,*CCCCCCCCCCOC(=O)c1ccc(C(=O)NCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,4.250402609,,,,
30682090.0,*c1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc6cc(Oc7ccc8c(c7)C(=O)N(*)C8=O)ccc6c5)cc4C3=O)cc2)cc1,236.0,0.38208553,,,
31430153.0,*OC(COC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1)c1ccco1,40.0,0.34289328,,,
31529134.0,*C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,240.0,0.33798245,,,
31841016.0,*CC(*)(C)C(=O)OCCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,92.0,0.41138901,,,
32316139.0,*CCN(*)C(=O)c1cc(F)cc(F)c1F,110.0,0.33952456,,,
32586958.0,*NC(N*)=C(N)/C(N)=N/C,,0.29714034,,,
34026248.0,*Nc1ccc(Cc2ccc(NC(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,307.0,0.36719294,,,
34042817.0,*CCCCCCOC(=O)c1cccc(C(=O)O*)c1,5.5,0.34938247,,,
34234994.0,*c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(Oc4ccc(C(c5ccc(Oc6ccc(NC(=O)c7cccc(N8C(=O)c9ccc(C(*)(C(F)(F)F)C(F)(F)F)cc9C8=O)c7)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)c1)C2=O,266.0,0.36162895,,,
34546505.0,*Oc1cccc(Oc2ccc(C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)c1,201.0,0.37794539,,,
35288312.0,*c1ccc(C=Nc2ccc(C(c3ccccc3)c3ccc(N=Cc4ccc(-c5ccc(*)s5)cc4)cc3)cc2)cc1,,0.40126347,,,
35380876.0,*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Oc7ccc(-c8nc9cc%10sc(*)nc%10cc9s8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,400.0,0.422749,,,
35399593.0,*N=P(*)(Oc1ccc(C)cc1)Oc1ccc(C)cc1,5.0,0.39264145,,,
35822036.0,*CC1(C)CC(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)CC(C)(C)C1,266.0,0.36993749,,,
36217683.0,*c1nc2cc3sc(-c4cc(OCCCCCC)c(*)cc4OCCCCCC)nc3cc2s1,168.5263131,,,,
36780446.0,*Oc1cc(CCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,97.5,0.36080704,,,
37511814.0,*Nc1ccc2c(c1)c1ccccc1c1c(-c3ccc(CCCCC)cc3)c(N*)c(-c3ccc(CCCCC)cc3)cc21,,0.36461838,,,
37571918.0,*Nc1cc2ccc3ccc4c(N*)cc5ccc6ccc1c1c6c5c4c3c21,,0.33562005,,,
37623475.0,*Nc1ccc(-c2ccc(N*)c(-c3cccc(C)c3)c2-c2cccc(C)c2)cc1,,0.37320004,,,
37727451.0,*C(=O)Nc1ccc(C)cc1N1C(=O)CC(N2C(=O)c3ccc(*)cc3C2=O)C1=O,237.0,0.34915334,,,
38112797.0,*Nc1cc(C2CCCCC2)c2ccc3c(N*)c(-c4ccccc4)c(C4CCCCC4)c4c(-c5ccccc5)cc1c2c34,,0.39389056,,,
38228922.0,*C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cc(-c5nc6cc(*)ccc6[nH]5)cc(N5C(=O)c6ccccc6C5=O)c4)nc3c2)n1,312.0,0.36599842,,,
38242048.0,*/C(F)=C(\F)C(F)(C(*)(F)F)C(F)(F)F,-3.0,,0.102,,
39109326.0,*CCN(CCOC(=O)NCC1(C)CC(NC(=O)O*)CC(C)(C)C1)c1ccc(N=Nc2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)cc1,,0.36633956,,,
40088405.0,*c1ccc(C(c2ccccc2)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,305.0,0.39645555,,,
40146140.0,*C(=O)Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5o4)cc(N4C(=O)c5ccc(*)cc5C4=O)c2)C3=O)cc(-c2nc3ccccc3[nH]2)c1,371.0,0.37477933,,,
40417262.0,*Nc1ccc(Oc2cccc(N*)c2)cc1,,0.33227609,,,
40655089.0,*C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(S(=O)(=O)c8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,267.0,0.36114325,,,
40953121.0,*C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(C)c(N8C(=O)c9ccc(*)cc9C8=O)c6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,315.0,0.37070669,,,
41386383.0,*CCCCCC(*)CCCCCC,-76.0,0.40628619,,0.797183169,16.82724961
41421570.0,*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(Oc6ccc(N7C(=O)c8ccc(C(*)(C(F)(F)F)C(F)(F)F)cc8C7=O)cc6)cc5)n4)cc3)cc1)C2=O,226.9,0.36563224,,,
41644742.0,*Oc1ccc(OC(=O)c2cc(OCCCCOCC3CCCN3c3ccc([N+](=O)[O-])cc3)c(C(*)=O)cc2OCCCCOCC2CCCN2c2ccc([N+](=O)[O-])cc2)cc1,68.0,0.34909461,,,
41684723.0,*Oc1ccc(-c2cc(OCCCCCC)c(-c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)cc2OCCCCCC)cc1,81.55306128,,,,
41977066.0,*CC(*)(C)C(=O)NC(=O)Oc1c(Br)cc(S(=O)(=O)c2cc(Br)c(O)c(Br)c2)cc1Br,116.0,0.37549639,0.109,,
42779237.0,*c1cccc(OCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc(*)s3)c2)c1,35.51374296,,,,
43489811.0,*CCCNC(=O)c1ccc(C(=O)NCCCO*)cc1,72.0,0.32981777,,,
43517583.0,*CC(*)c1ccc(C)c(C)c1,111.0,,0.1905,0.872,
44130721.0,*Oc1ccc(OC(=O)c2cccc(Sc3ccc(OC(=O)c4ccc(C(=O)Oc5ccc(Sc6cccc(C(*)=O)c6)cc5)cc4)cc3)c2)cc1C,106.5,0.35931108,,,
44332410.0,*CC(*)CCCCCCC,-47.0,0.40501273,0.2669999999999999,0.7966448,10.79657738
45108843.0,*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,-11.0,0.36246435,,,
45704443.0,*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(C(c5ccc(C(=O)c6ccc(*)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)cc1,181.0,0.3798743,,,
45818224.0,*OC(F)(F)C(F)(F)C(*)(F)F,-109.0,0.2987695,,,
45908417.0,*C(=O)c1cccc(C(=O)N(*)c2ccccc2)c1,148.0,0.38456711,,,
46067784.0,*CC(*)(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CCCC,87.0,0.3630391,,,
46369100.0,*Nc1ccccc1C(C)(c1ccccc1N)c1ccccc1N*,,0.35719832,,,
46473006.0,*C=CC1CC(*)C(C#N)(CCC)C1,,0.39981874,,,
46656995.0,*CC(*)CCCN(CC(C)C)CC(C)C,,,0.201,0.817146131,9.7283551
47046176.0,*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)c7)cc6C5=O)cc4)cc3)cc2)cc1,201.0,0.36207286,,,
48005195.0,*C=Nc1cccc(N=Cc2ccc(Sc3ccc(*)o3)o2)c1,122.5813993,,,,
48202315.0,*c1ccc(Oc2ccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(Oc5ccc(Oc6ccc(-c7nc8cc9sc(*)nc9cc8s7)cc6)cc5)cc4)cc3)cc2)cc1,255.0,0.40182864,,,
48308812.0,*CCCCCCNC(=O)C(=O)N*,250.0,0.3220757,,,
48554956.0,*c1ccc(NC=Nc2ccc(S(*)(=O)=O)cc2)cc1,,0.39082082,,,
48717962.0,*Nc1ccc([C@](C)(c2ccccc2)c2cccc(N*)c2)cc1,,0.35081859,,,
49062920.0,*CCOCCOCCOC(=O)c1cc(N=Nc2ccc(OCC)cc2)ccc1-c1ccc(N=Nc2ccc(OCC)cc2)cc1C(=O)O*,,0.36389929,,,
49325830.0,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc3c(c1)Cc1cc(N4C(=O)c5ccc(*)cc5C4=O)ccc1-3)C2=O,341.5,0.38603498,,,
49367014.0,*Oc1cccc(C(=O)c2ccc(*)cc2)c1,137.0,0.36502137,,,
49737348.0,*c1ccc2c(c1)c1cc(*)ccc1n2CC,206.6525359,,,,
49886836.0,*Oc1ccc(C2(c3ccc(Oc4c(F)c(F)c(C(=O)c5c(F)c(F)c(*)c(F)c5F)c(F)c4F)cc3)c3ccccc3-c3ccccc32)cc1,223.0,0.39033829,,,
50053709.0,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4C(F)(F)F)cc3)c1)C2=O,242.0,0.37058659,,,
50438012.0,*CCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,,0.315,,
51223278.0,*C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc(*)cc6C5=O)c3)C4=O)cc2)cc1,225.0,0.3563254,,,
51367162.0,*C(=O)c1ccc2c(c1)C(=O)N(C1CCC(CC3CCC(N4C(=O)c5ccc(*)cc5C4=O)C(C)C3)CC1C)C2=O,240.0,0.38365388,,,
51939851.0,*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5nnc(*)n5-c5ccccc5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,203.0,0.38673273,,,
51976096.0,*Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)CC(C)CCC(*)=O)cc2)C(=O)OCCCCCCCC)cc1,30.0,0.35062977,,,
52181246.0,*=C=C=C(COS(=O)(=O)c1ccc(OC)cc1)C(=*)COS(=O)(=O)c1ccc(OC)cc1,55.30555285,,,,
